trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
147,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,0.9186053166161979,0.9186053166161979,,,,0.01,8,2,False,False
148,regular,psi,"[5, 8]","{5: 'withhold', 8: 'withhold'}",0,0,2,"[5, 8]",2,0,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
149,verification,verification,"[3, 8]","{8: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 8]",2,0,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 1]",0,0,1,0,0,0,0,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False
150,regular,psi,"[4, 6]","{6: 'equivocate', 4: 'withhold'}",0,1,1,"[4, 6]",2,0,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 1, 0]",0,0,1,0,0,0,0,1,0.462418702716805,0.918605307888559,,,,0.01,8,2,False,False
151,regular,psi,"[5, 7]","{7: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 7]",2,0,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0]",0,1,0,0,0,1,0,1,0.3074902176724134,0.9186052962617509,,,,0.01,8,2,False,False
152,regular,psi,"[4, 8]","{4: 'equivocate', 8: 'equivocate'}",0,2,0,"[4, 8]",2,0,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",0,1,0,1,0,1,1,1,0.9186053651807541,0.9186053651807541,,,,0.01,8,2,False,False
153,regular,plus,"[2, 8]","{2: 'withhold', 8: 'withhold'}",0,0,2,"[2, 8]",2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",1,0,1,0,1,0,1,1,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False
154,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'coherent_flip'}",1,1,0,[3],1,1,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",1,0,1,0,1,1,1,0,0.9186052714309836,0.30749022617720145,,,,0.01,8,2,False,False
155,regular,psi,"[3, 6]","{3: 'withhold', 6: 'equivocate'}",0,1,1,"[3, 6]",2,0,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]",1,1,0,1,1,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
156,regular,psi,"[2, 8]","{8: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",0,0,0,0,1,0,1,0,0.9186053444129155,0.4624186537514145,,,,0.01,8,2,False,False
157,regular,psi,"[1, 6]","{6: 'withhold', 1: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]",0,0,0,1,0,1,0,0,0.30749022929922154,0.30749022929922154,,,,0.01,8,2,False,False
158,regular,psi,"[2, 5]","{2: 'withhold', 5: 'coherent_flip'}",1,0,1,[2],1,1,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]",1,1,1,0,1,0,0,0,0.3074901711651812,0.3074901711651812,,,,0.01,8,2,False,False
159,regular,psi,"[1, 2]","{2: 'withhold', 1: 'withhold'}",0,0,2,"[1, 2]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]",1,0,1,0,1,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
160,regular,psi,"[5, 8]","{5: 'withhold', 8: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 0]",0,1,1,1,0,1,0,1,0.4624186623220065,0.9186053244869234,,,,0.01,8,2,False,False
161,regular,psi,"[2, 5]","{2: 'equivocate', 5: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,1,1,0,0,1,0,1,0.311485838627877,0.9186052731814597,,,,0.01,8,2,False,False
162,regular,psi,"[1, 5]","{1: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]",1,1,1,1,1,0,1,0,0.9186053427689833,0.3074901711651812,,,,0.01,8,2,False,False
163,regular,psi,"[4, 6]","{6: 'withhold', 4: 'coherent_flip'}",1,0,1,[6],1,1,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",0,0,1,0,1,0,0,0,0.46241872106192716,0.46241872106192716,,,,0.01,8,2,False,False
164,regular,psi,"[4, 7]","{7: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0,1,1,1,1,0,0,0.31148579209197264,0.31148579209197264,,,,0.01,8,2,False,False
165,regular,zero,"[1, 3]","{1: 'equivocate', 3: 'coherent_flip'}",1,1,0,[1],1,1,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0]",0,0,0,0,0,1,1,0,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False
166,regular,psi,"[4, 8]","{4: 'equivocate', 8: 'withhold'}",0,1,1,"[4, 8]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]",1,0,0,0,1,0,0,1,0.46241868251940643,0.918605316187741,,,,0.01,8,2,False,False
167,verification,verification,"[2, 7]","{2: 'withhold', 7: 'equivocate'}",0,1,1,"[2, 7]",2,0,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]",0,0,0,1,0,0,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
168,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
169,regular,psi,"[2, 6]","{2: 'withhold', 6: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",1,0,0,0,1,0,0,1,0.4624187259704213,0.9186053311421751,,,,0.01,8,2,False,False
170,regular,psi,"[4, 6]","{6: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]",1,1,1,1,0,1,1,0,0.9186053132885715,0.4624186735203585,,,,0.01,8,2,False,False
171,regular,psi,"[1, 4]","{4: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,1,1,0,0,1,0.30749017146983887,0.9186053694170129,,,,0.01,8,2,False,False
172,regular,psi,"[4, 6]","{6: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,1,0,1,0,0.9186052714309835,0.4624186688707114,,,,0.01,8,2,False,False
173,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]",0,1,1,0,1,0,0,0,0.31148579497583856,0.31148579497583856,,,,0.01,8,2,False,False
174,regular,psi,"[3, 8]","{3: 'withhold', 8: 'withhold'}",0,0,2,"[3, 8]",2,0,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",1,1,1,1,1,1,1,1,0.9186053244869236,0.9186053244869236,,,,0.01,8,2,False,False
175,regular,psi,"[1, 5]","{5: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.9186053369555792,0.9186053369555792,,,,0.01,8,2,False,False
176,regular,psi,"[3, 8]","{8: 'withhold', 3: 'coherent_flip'}",1,0,1,[8],1,1,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,0.30749021455039266,0.30749021455039266,,,,0.01,8,2,False,False
177,regular,zero,"[2, 4]","{4: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 4]",2,0,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",1,1,0,1,1,1,0,1,0.04780893099023299,0.952191069009767,,,,0.01,8,2,True,False
178,regular,psi,"[4, 7]","{4: 'withhold', 7: 'withhold'}",0,0,2,"[4, 7]",2,0,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]",1,1,1,1,1,1,1,1,0.918605279464224,0.918605279464224,,,,0.01,8,2,False,False
179,regular,psi,"[1, 4]","{4: 'equivocate', 1: 'coherent_flip'}",1,1,0,[4],1,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]",1,0,0,1,1,1,0,0,0.311485747026672,0.3074901845053303,,,,0.01,8,2,False,False
180,regular,psi,"[1, 4]","{4: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 4]",2,0,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",1,1,0,1,1,1,0,1,0.46241874311159886,0.9186052912901966,,,,0.01,8,2,False,False
181,regular,psi,"[2, 3]","{2: 'withhold', 3: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]",1,1,1,0,1,1,0,1,0.307490207758947,0.9186053278145495,,,,0.01,8,2,False,False
182,regular,psi,"[2, 5]","{2: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]",1,1,0,0,0,0,0,0,0.31148581393232644,0.31148581393232644,,,,0.01,8,2,False,False
183,regular,psi,"[7, 8]","{7: 'withhold', 8: 'withhold'}",0,0,2,"[7, 8]",2,0,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1,1,0.9186053361137323,0.9186053361137323,,,,0.01,8,2,False,False
184,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]",0,0,1,1,0,1,0,0,0.31148574924957395,0.3074901714698389,,,,0.01,8,2,False,False
185,regular,psi,"[5, 8]","{5: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",1,0,0,1,0,1,0,0,0.311485747026672,0.311485747026672,,,,0.01,8,2,False,False
186,regular,psi,"[1, 8]","{1: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",1,1,0,0,0,0,0,0,0.3114857835632589,0.3114857835632589,,,,0.01,8,2,False,False
187,regular,psi,"[2, 7]","{7: 'equivocate', 2: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0]",0,1,1,0,1,1,0,0,0.3114857586534804,0.4624187057730232,,,,0.01,8,2,False,False
188,verification,verification,"[3, 8]","{3: 'coherent_flip', 8: 'equivocate'}",1,1,0,[8],1,1,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 0]",0,0,1,1,0,1,0,0,,,Phi-,False,0.026165381853740906,0.01,8,2,False,False
189,regular,psi,"[3, 6]","{3: 'withhold', 6: 'equivocate'}",0,1,1,"[3, 6]",2,0,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",0,0,1,0,0,0,0,1,0.46241870986357453,0.9186053694170129,,,,0.01,8,2,False,False
190,regular,psi,"[2, 6]","{2: 'equivocate', 6: 'equivocate'}",0,2,0,"[2, 6]",2,0,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",1,1,1,1,1,1,1,1,0.9186052929341242,0.9186052929341242,,,,0.01,8,2,False,False
191,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'withhold'}",0,1,1,"[1, 4]",2,0,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",0,0,0,1,0,0,0,1,0.30749019570368186,0.9186053398698146,,,,0.01,8,2,False,False
192,regular,psi,"[3, 4]","{3: 'equivocate', 4: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",0,0,1,1,1,0,0,0,0.31148575721154637,0.46241868557562393,,,,0.01,8,2,False,False
193,regular,psi,"[2, 5]","{2: 'equivocate', 5: 'withhold'}",0,1,1,"[2, 5]",2,0,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",1,0,0,0,1,0,0,1,0.4624187027168051,0.918605307888559,,,,0.01,8,2,False,False
194,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1]",1,1,0,1,0,1,0,0,0.4624186941462148,0.4624186941462148,,,,0.01,8,2,False,False
195,verification,verification,"[4, 8]","{8: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",0,0,0,0,0,0,1,1,,,Phi-,False,0.9215037948341309,0.01,8,2,False,False
196,regular,psi,"[4, 6]","{4: 'withhold', 6: 'equivocate'}",0,1,1,"[4, 6]",2,0,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]",1,0,0,0,1,0,0,1,0.4624187098635745,0.918605369417013,,,,0.01,8,2,False,False
197,regular,psi,"[2, 4]","{4: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 4]",2,0,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",0,0,0,0,0,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
198,regular,psi,"[3, 5]","{3: 'withhold', 5: 'equivocate'}",0,1,1,"[3, 5]",2,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",1,1,1,0,1,1,0,1,0.3074901711651812,0.9186053427689832,,,,0.01,8,2,False,False
199,regular,psi,"[2, 7]","{2: 'equivocate', 7: 'coherent_flip'}",1,1,0,[2],1,1,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 0]",0,0,1,1,0,1,0,0,0.3114858218942951,0.3074902145503926,,,,0.01,8,2,False,False
200,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186052714309836,0.9186052714309836,,,,0.01,8,2,False,False
201,regular,psi,"[5, 8]","{8: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 1]",0,1,0,0,0,1,0,1,0.3074901711651812,0.9186053427689833,,,,0.01,8,2,False,False
202,regular,psi,"[6, 7]","{6: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",0,0,1,1,1,0,0,0,0.3114858066026467,0.4624186794631889,,,,0.01,8,2,False,False
203,regular,psi,"[2, 7]","{7: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 7]",2,0,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1]",0,1,1,1,0,1,0,1,0.4624186592657895,0.9186052929341242,,,,0.01,8,2,False,False
204,regular,psi,"[2, 6]","{6: 'withhold', 2: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",1,0,0,0,0,0,0,0,0.46241872106192716,0.46241872106192716,,,,0.01,8,2,False,False
205,regular,psi,"[6, 8]","{6: 'equivocate', 8: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]",1,1,1,1,0,1,1,0,0.9186053369555793,0.46241873178382525,,,,0.01,8,2,False,False
206,regular,psi,"[5, 7]","{5: 'withhold', 7: 'coherent_flip'}",1,0,1,[5],1,1,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",0,1,0,0,0,0,0,0,0.30749020506756436,0.30749020506756436,,,,0.01,8,2,False,False
207,regular,psi,"[6, 8]","{8: 'equivocate', 6: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1]",1,0,1,0,0,0,1,0,0.9186052966902076,0.46241871391515643,,,,0.01,8,2,False,False
208,regular,psi,"[3, 7]","{7: 'withhold', 3: 'withhold'}",0,0,2,"[3, 7]",2,0,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
209,regular,psi,"[3, 6]","{6: 'withhold', 3: 'withhold'}",0,0,2,"[3, 6]",2,0,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 1]",0,1,0,1,0,1,1,1,0.9186053560397247,0.9186053560397247,,,,0.01,8,2,False,False
210,verification,verification,"[4, 5]","{5: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",1,1,0,0,1,0,0,0,,,Phi+,True,0.026165396754902544,0.01,8,2,False,False
211,regular,psi,"[1, 3]","{1: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 1, 0, 1, 0]",1,0,1,0,1,1,1,0,0.9186053309430129,0.3074902262698167,,,,0.01,8,2,False,False
212,regular,psi,"[3, 5]","{5: 'withhold', 3: 'withhold'}",0,0,2,"[3, 5]",2,0,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]",1,0,1,0,1,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
213,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'withhold'}",0,1,1,"[4, 5]",2,0,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]",1,1,0,1,1,1,0,1,0.4624187047854703,0.9186053047342604,,,,0.01,8,2,False,False
214,regular,plus,"[1, 2]","{2: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 2]",2,0,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1]",1,1,0,1,1,1,0,1,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False
215,regular,psi,"[1, 8]","{8: 'withhold', 1: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",1,0,1,1,1,1,0,0,0.3074902116447811,0.3074902116447811,,,,0.01,8,2,False,False
216,regular,psi,"[3, 4]","{4: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]",1,1,0,0,0,0,0,0,0.31148577316415593,0.31148577316415593,,,,0.01,8,2,False,False
217,regular,psi,"[2, 5]","{5: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",1,1,1,0,1,0,0,0,0.3074902118590094,0.3074902118590094,,,,0.01,8,2,False,False
218,regular,plus,"[2, 3]","{3: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 3]",2,0,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]",0,0,1,1,0,0,0,1,0.047808915376663215,0.9521910846233366,,,,0.01,8,2,True,False
219,regular,psi,"[1, 6]","{1: 'equivocate', 6: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",1,0,0,1,0,0,0,0,0.31148575125985933,0.4624187184799986,,,,0.01,8,2,False,False
220,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",0,0,1,1,0,1,0,0,0.3114858218942951,0.30749021455039266,,,,0.01,8,2,False,False
